Name,Team,Sport,num_medals,Gold_Medals,Silver_Medals,Bronze_Medals
"Gergina Skerlatova",Bulgaria,Basketball,1,0,0,1
"Nikolaos "Nikos"" Skiathitis"",Greece,Rowing,1,0,0,1
"Melanie Skillman (Soltysik-  -Hull)","United States",Archery,1,0,0,1
"Edward Skilton","Great Britain",Shooting,1,0,1,0
"Catherine Skinner",Australia,Shooting,1,1,0,0
"Edwin Joseph Skinner","Trinidad and Tobago",Athletics,1,0,0,1
"Lars-Erik Skild",Sweden,Wrestling,1,0,0,1
"Ossian Esaias Skild",Sweden,Athletics,1,0,1,0
"Angela Robyn "Angie"" Skirving-Lambert"",Australia,Hockey,1,1,0,0
"Bjrn Skjrpe",Norway,Gymnastics,1,0,1,0
"Miroslava Sklenikov",Czechoslovakia,Gymnastics,1,0,1,0
"Igor Yevgenyevich Sklyarov","Soviet Union",Football,1,1,0,0
"Ji Skobla",Czechoslovakia,Athletics,1,0,0,1
"Yury Georgiyevich Skobov","Soviet Union","Cross Country Skiing",1,1,0,0
"Ji koda",Czechoslovakia,Cycling,1,0,0,1
"Vibeke Westbye Skofterud",Norway,"Cross Country Skiing",1,1,0,0
"Engebret Engebretsen "Embret"" Skogen"",Norway,Shooting,1,0,0,1
"Nils Skoglund",Sweden,Diving,1,0,1,0
"Vyacheslav Aleksandrovich Skok","Soviet Union","Water Polo",1,0,1,0
"Yuliya Igorevna Skokova",Russia,"Speed Skating",1,0,0,1
"Alf Gunnar Skld",Sweden,Cycling,1,0,0,1
"Kamila Skolimowska",Poland,Athletics,1,1,0,0
"Sinia kolnekovi",Croatia,"Water Polo",1,0,1,0
"Edward Skorek",Poland,Volleyball,1,1,0,0
"Aytch Greer Skousen Spilsbury",Mexico,Basketball,1,0,0,1
"Rikke Erhardsen Skov",Denmark,Handball,1,1,0,0
"Valentina Aleksandrovna Skrabatun (-Demidovich)",Belarus,Rowing,1,0,0,1
"Marius Halvor Skram-Jensen",Denmark,Gymnastics,1,0,1,0
"John Skrataas",Norway,Gymnastics,1,0,1,0
"Milada Skrbkov (-emlov)",Czechoslovakia,Tennis,1,0,0,1
"Reinhard Skricek","West Germany",Boxing,1,0,0,1
"Lynn Ellen Skrifvars (-Nelson)","United States",Swimming,1,1,0,0
"Zdenk krland",Czechoslovakia,Canoeing,1,1,0,0
"Branko Skroe",Yugoslavia,Basketball,1,1,0,0
"Pawe Skrzecz",Poland,Boxing,1,0,1,0
"Andrzej Skrzydlewski",Poland,Wrestling,1,0,0,1
"Hubert Zenon Skrzypczak",Poland,Boxing,1,0,0,1
"Austra Skujyt",Lithuania,Athletics,1,0,1,0
"Willie Slade","K Division Metropolitan Police Team-3",Tug-Of-War,1,0,0,1
"Igor Slma",Czechoslovakia,Cycling,1,0,0,1
"Miroslav Slma",Czechoslovakia,"Ice Hockey",1,0,1,0
"Winarni Binti Slamet",Indonesia,Weightlifting,1,0,0,1
"Norman Bernard "Norm"" Slater"","United States",Rugby,1,1,0,0
"Cyril Seely "Sig"" Slater"",Canada,"Ice Hockey",1,1,0,0
"James Walter "Jim"" Slatton"","United States","Water Polo",1,0,0,1
"Simon Kaurin Slttvik",Norway,"Nordic Combined",1,1,0,0
"Evladiya Slavcheva-Stefanova (-Zakatanova)",Bulgaria,Basketball,1,0,1,0
"Markku Slawyk","West Germany",Hockey,1,0,1,0
"Brandon Douglas Slay","United States",Wrestling,1,1,0,0
"Ji lgr (Bubla-)",Czechoslovakia,"Ice Hockey",1,0,0,1
"Ji lgr (Bubla-)","Czech Republic","Ice Hockey",1,1,0,0
"Svetlana Yuryevna Sleptsova",Russia,Biathlon,1,1,0,0
"Yelena Vladimirovna Slesarenko (Sivushenko-)",Russia,Athletics,1,1,0,0
"Marquard Friedrich Franz Slevogt",Germany,"Ice Hockey",1,0,0,1
"Sunday Uti",Nigeria,Athletics,1,0,0,1
"Beatrice Utondu (-Okoye)",Nigeria,Athletics,1,0,0,1
"Ivan Stepanovich Utrobin","Soviet Union","Cross Country Skiing",1,0,0,1
"Nils Gunnar Utterberg",Sweden,Canoeing,1,1,0,0
"Sven Ludvig Utterstrm",Sweden,"Cross Country Skiing",1,1,0,0
"Andrew Utting",Australia,Baseball,1,0,1,0
"Peter Utzschneider","West Germany-2",Bobsleigh,1,1,0,0
"Jaak Uudme","Soviet Union",Athletics,1,1,0,0
"Markku Juhani Uusipaavalniemi",Finland,Curling,1,0,1,0
"Aleksandr Nikolayevich Uvarov","Soviet Union","Ice Hockey",1,1,0,0
"Bruno Uvini Bortolana",Brazil,Football,1,0,1,0
"Eduard Uvra",Czechoslovakia,"Ice Hockey",1,0,1,0
"Iivar "Iivo"" Vnnen"",Finland,Shooting,1,0,0,1
"Ossi Reijo Juhani Vnnen",Finland,"Ice Hockey",1,0,0,1
"Willemien "Wiljon"" Vaandrager (-Cornelisse)"",Netherlands,Rowing,1,0,0,1
"Petra Maria Pauliina Vaarakallio",Finland,"Ice Hockey",1,0,0,1
"Michal Maria Edmondus Michel Vaarten",Belgium,Cycling,1,0,1,0
"Rostislav Vclavek",Czechoslovakia,Football,1,1,0,0
"Svend Vad",Denmark,Boxing,1,0,0,1
"Kristen Mller Vadgaard",Denmark,Gymnastics,1,0,1,0
"Lars Magnus Vgberg",Norway,Curling,1,1,0,0
"Bjrne Viktor Vgg",Sweden,Fencing,1,0,1,0
"Karl Gustaf "Kaarlo"" Vhmki"",Finland,Gymnastics,1,0,1,0
"Jrg Vaihinger","West Germany",Athletics,1,0,0,1
"Philip Bryn Vaile","Great Britain",Sailing,1,1,0,0
"Michel Vaillancourt",Canada,Equestrianism,1,0,1,0
"Nelson Beasley Vails","United States",Cycling,1,0,1,0
"Rytis Vaivila",Lithuania,Basketball,1,0,0,1
"Aleksey Ivanovich Vakhonin","Soviet Union",Weightlifting,1,1,0,0
"Mukhran Vakht'angadze",Georgia,Wrestling,1,0,0,1
"Francisco Valadas Jnior",Portugal,Equestrianism,1,0,0,1
"Sabina Valbusa",Italy,"Cross Country Skiing",1,0,0,1
"Martina Valcepina",Italy,"Short Track Speed Skating",1,0,0,1
"Emil Valchev",Bulgaria,Volleyball,1,0,1,0
"Milda Valiukait",Lithuania,Rowing,1,0,0,1
"Paul Louis Jean Valcke",Belgium,Fencing,1,0,0,1
"Carmen Laura Valds Capote",Cuba,Athletics,1,0,0,1
"Jorge Luis Valds Berriel",Cuba,Baseball,1,1,0,0
"Alberto Vldes Lacarra  Jr.",Mexico,Equestrianism,1,0,0,1
"Alberto Valds Ramos  Sr.",Mexico,Equestrianism,1,1,0,0
"Jesus "Jesse"" Valdez"","United States",Boxing,1,0,0,1
"Ingrit Lorena Valencia Victoria",Colombia,Boxing,1,0,0,1
"Ale Valenta","Czech Republic","Freestyle Skiing",1,1,0,0
"Velimir Valenta",Yugoslavia,Rowing,1,1,0,0
"Jennifer Valente","United States",Cycling,1,0,1,0
"Lidia Valentn Prez",Spain,Weightlifting,1,0,0,1
"Alan Chester Valentine","United States",Rugby,1,1,0,0
"Howard Van Nostrand Valentine","United States",Athletics,1,0,1,0
"Howard Van Nostrand Valentine","New York Athletic Club",Athletics,1,1,0,0
"Alessandro Valerio",Italy,Equestrianism,1,0,1,0
"Melanie M. Valerio","United States",Swimming,1,1,0,0
"Valeska "Valeskinha"" dos Santos Menezes"",Brazil,Volleyball,1,1,0,0
"Igor Anatolyevich Valetov","Soviet Union",Fencing,1,0,0,1
"Linda Vlimki",Finland,"Ice Hockey",1,0,0,1
"Remigijus Valiulis","Soviet Union",Athletics,1,1,0,0
"Jorma Rainer Valkama",Finland,Athletics,1,0,0,1
"Trebisonda "Ondina"" Valla (-De Lucchi)"",Italy,Athletics,1,1,0,0
"Jean-Charles Valladont",France,Archery,1,0,1,0
"Pedro Vallana Jeanguenat",Spain,Football,1,0,1,0
"Franco Valle",Italy,Boxing,1,0,0,1
"Lzaro Valle Martell",Cuba,Baseball,1,0,1,0
"Georges-Urbain Vallerey  Jr.",France,Swimming,1,0,0,1
"Thibaut Vallette",France,Equestrianism,1,1,0,0
"Mario Vallotto",Italy,Cycling,1,1,0,0
"Antoine Valois-Fortier",Canada,Judo,1,0,0,1
"Frantiek Valoek",Czechoslovakia,Football,1,0,1,0
"Mario Valota",Switzerland,Fencing,1,0,0,1
"Yelena Aleksandrovna Valova (-Vasilyeva  -Galusha)","Soviet Union-1","Figure Skating",1,1,0,0
"Yelena Aleksandrovna Valova (-Vasilyeva  -Galusha)","Soviet Union-2","Figure Skating",1,0,1,0
"Albert Ivanovych Valtin","Soviet Union",Basketball,1,0,1,0
"Henri Jules Valton","Crabe II-1",Sailing,1,0,1,0
"Henri Jules Valton","Crabe II-4",Sailing,1,0,0,1
"Istvn Vmos",Hungary,Gymnastics,1,0,0,1
"Allen Alfred "Al"" Van"","United States","Ice Hockey",1,0,1,0
"Evi Van Acker",Belgium,Sailing,1,0,0,1
"Wietse Cornelis van Alten",Netherlands,Archery,1,0,0,1
"Florent Van Aubel",Belgium,Hockey,1,0,1,0
"Greg Van Avermaet",Belgium,Cycling,1,1,0,0
"Jacoba Maria Jozina "Coby"" van Baalen (Dorresteijn-)"",Netherlands,Equestrianism,1,0,1,0
"Harry Van Barneveld",Belgium,Judo,1,0,0,1
"Iefke van Belkum",Netherlands,"Water Polo",1,1,0,0
"Henry Anthony "Harry"" Van Bergen"",Formosa,Sailing,1,0,0,1
"Alexander Hendrik Willem "Lex"" van Blijenburgh"",Netherlands,Fencing,1,0,0,1
"Lon Hendrik Jan van Bon",Netherlands,Cycling,1,0,1,0
"Jan Gualtherus van Breda Kolff",Netherlands,Football,1,0,0,1
"Rodney Van Buizen",Australia,Baseball,1,0,1,0
"Hendrikus "Driekske"" van Bussel"",Netherlands,Archery,1,1,0,0
"George W. Van Cleaf","New York Athletic Club-1","Water Polo",1,1,0,0
"Marcel Lucien Charles Van Crombrugge","Royal Club Nautique de Gand",Rowing,1,0,1,0
"Sebastiaan Jacques Henri "Bas"" van de Goor"",Netherlands,Volleyball,1,1,0,0
"Mike Willem Frank van de Goor",Netherlands,Volleyball,1,1,0,0
"Frederik Robbert "Freek"" van de Graaff"",Netherlands,Rowing,1,0,0,1
"Jan van de Graaff",Netherlands,Rowing,1,0,0,1
"Paulus "Paul"" van de Rovaart"",Netherlands,Hockey,1,0,1,0
"Andr Lon Ghislain Marie Joseph Van De Werve De Vorsselaer",Belgium,Fencing,1,0,0,1
"Ernst Willem van den Berg",Netherlands,Hockey,1,0,0,1
"Gillian Maria Elisabeth van den Berg",Netherlands,"Water Polo",1,1,0,0
"Jacomina Elizabeth Sophia "Mien"" van den Berg (-Schlee)"",Netherlands,Gymnastics,1,1,0,0
"Stephan van den Berg",Netherlands,Sailing,1,1,0,0
"Marinus "Rinus"" van den Berge"",Netherlands,Athletics,1,0,0,1
"Solko Johannes van den Bergh",Netherlands,Shooting,1,0,0,1
"Alida Johanna "Alie"" van den Bos"",Netherlands,Gymnastics,1,1,0,0
"Paul N. Van den Broek",Belgium-1,Bobsleigh,1,0,0,1
"Charles Flix Franois Marie Joseph Van Den Bussche",Tan-Fe-Pah,Sailing,1,0,1,0
"Marieke van den Ham",Netherlands,"Water Polo",1,1,0,0
"Alida Geertruida "Lida"" van der Anker-Doedens"",Netherlands,Canoeing,1,0,1,0
"Arnoud Eugne van der Biesen",Boreas-2,Sailing,1,0,1,0
"Dennis van der Geest",Netherlands,Judo,1,0,0,1
"Frederika Jacoba "Freddie"" van der Goes"","South Africa",Swimming,1,0,0,1
"Robert "Bobbie"" van der Graaf"",Netherlands,Rowing,1,0,0,1
"Rudolf Jacob "Ru"" van der Haar"",Netherlands,Hockey,1,0,0,1
"Johannes Martinus "Martin"" van der Horst"",Netherlands,Volleyball,1,0,1,0
"Petrus Michaelis "Piet"" van der Horst"",Netherlands,Cycling,1,0,1,0
"Robert Adriaan van der Horst",Netherlands,Hockey,1,0,1,0
"Gerda Johanna Marie van der Kade-Koudijs",Netherlands,Athletics,1,1,0,0
"Anna Magdalene Van der Kamp",Canada,Rowing,1,0,1,0
"Willem Frederik "Wim"" van der Kroft"",Netherlands,Canoeing,1,0,0,1
"Everwijn Johan Maarten van der Linden",Netherlands,Rowing,1,0,1,0
"Ilse Suzanne van der Meijden",Netherlands,"Water Polo",1,1,0,0
"Jean-Franois Van Der Motte",Belgium,Cycling,1,0,0,1
"Adriana "Diane"" van der Plaats"",Netherlands,Swimming,1,0,1,0
"Jos Mara van der Ploeg Garca",Spain,Sailing,1,1,0,0
"Jan van der Sluis",Netherlands,Football,1,0,0,1
"Robert van der Veen",Netherlands,Hockey,1,0,1,0
"Anna Maria "Annie"" van der Vegt (-Smeeman)"",Netherlands,Gymnastics,1,1,0,0
"Arie van der Velden",Mascotte,Sailing,1,0,1,0
"Maikel Leonardus van der Vleuten",Netherlands,Equestrianism,1,0,1,0
"Willem "Wim"" van der Voort"",Netherlands,"Speed Skating",1,0,1,0
"Mink Alphons van der Weerden",Netherlands,Hockey,1,0,1,0
"Maarten van der Weijden",Netherlands,Swimming,1,1,0,0
"Paulina Jacoba "Pauline"" van der Wildt"",Netherlands,Swimming,1,0,0,1
"Mark Richard van der Zijden",Netherlands,Swimming,1,0,0,1
"Cornelis Pieter "Niels"" van der Zwan"",Netherlands,Rowing,1,1,0,0
"Daniel "Daan"" van Dijk"",Netherlands,Cycling,1,1,0,0
"Johannes Wilhelmus Maria van Dijk","Minerva Amsterdam",Rowing,1,0,0,1
"Leendert Frans van Dis",Netherlands,Rowing,1,0,1,0
"Arthur Van Doren",Belgium,Hockey,1,0,1,0
"Jan Leendert van Dort",Netherlands,Football,1,0,0,1
"Maria "Marieke"" van Drogenbroek"",Netherlands,Rowing,1,0,0,1
"Maarten Hendrik van Dulm",Netherlands,Fencing,1,0,0,1
"Anicka van Emden",Netherlands,Judo,1,0,0,1
"Harriet van Ettekoven",Netherlands,Rowing,1,0,0,1
"Rudolf Frederik Otto "Ruud"" van Feggelen"",Netherlands,"Water Polo",1,0,0,1
"Jan Baptist Jozef "Tiest"" van Gestel"",Netherlands,Archery,1,1,0,0
"Jelle van Gorkom",Netherlands,Cycling,1,0,1,0
"Theodora Elisabeth Gerarda "Anky"" van Grunsven"",Salinero,Equestrianism,1,0,1,0
"Ernst Van Heerden","South Africa","Art Competitions",1,0,1,0
"Louis Marie Van Hege",Belgium,Football,1,1,0,0
"Johannes Gerardus Diederik "Johan"" van Hell"",Netherlands,"Art Competitions",1,0,0,1
"Hendrik "Henk"" van Heuckelum"","Univ. of Brussels",Football,1,0,0,1
"Willemina Cornelia Adriana "Wilma"" van Hofwegen-van Rijn"",Netherlands,Swimming,1,0,1,0
"Johannes Cornelis van Hoolwerff",Hollandia,Sailing,1,0,1,0
"William Russell Van Horn","United States",Boxing,1,0,1,0
"Lieve van Kessel",Netherlands,Hockey,1,0,1,0
"Lambertus "Bep"" van Klaveren (Steenhorst-)"",Netherlands,Boxing,1,1,0,0
"Robert Van Lancker",Belgium,Cycling,1,0,0,1
"Chantal Jean Van Landeghem",Canada,Swimming,1,0,0,1
"Ellen Gezina Maria van Langen",Netherlands,Athletics,1,1,0,0
"Constant Octave Van Langhendonck",Belgium,Equestrianism,1,1,0,0
"Aernout van Lennep",Netherlands,Equestrianism,1,0,1,0
"Antoine Robert Onslow "Tonny"" van Lierop"",Netherlands,Hockey,1,0,0,1
"Jacinta Van Lint",Australia,Swimming,1,0,1,0
"Maurits Jacob van Lben Sels",Netherlands,Fencing,1,0,0,1
"Antonius "Anton"" van Loon"",Netherlands,Tug-Of-War,1,0,1,0
"Willem van Loon",Netherlands,Tug-Of-War,1,0,1,0
"Hendrik "Rik"" Van Looy"",Belgium,Cycling,1,1,0,0
"Tycho van Meer",Netherlands,Hockey,1,1,0,0
"Alphonse Van Mele",Belgium,Gymnastics,1,0,1,0
"Adrianus "Janus"" van Merrienboer"",Netherlands,Archery,1,1,0,0
"Hadriaan van Nes",Netherlands,Rowing,1,0,1,0
"Wayde van Niekerk","South Africa",Athletics,1,1,0,0
"Moriah Van Norman","United States","Water Polo",1,0,1,0
"Robert Logan "Bob"" Van Osdel"","United States",Athletics,1,0,1,0
"Cornelius Maria van Oyen",Germany,Shooting,1,1,0,0
"Stanny Van Paesschen",Belgium,Equestrianism,1,0,0,1
"Petronella Phillemina Johanna "Nel"" van Randwijk (-de Pater)"",Netherlands,Gymnastics,1,1,0,0
"Oscar Emile van Rappard",Netherlands,Football,1,0,0,1
"Jan Hermanus van Reede",Netherlands,Equestrianism,1,0,0,1
"Marinus Cornelis "Rinus"" van Rekum"",Netherlands,Tug-Of-War,1,0,1,0
"Willem "Wim"" van Rekum"",Netherlands,Tug-Of-War,1,0,1,0
"Laurine van Riessen",Netherlands,"Speed Skating",1,0,0,1
"Eugne Van Roosbroeck",Belgium,Cycling,1,1,0,0
"Dominique Van Roost (Monami-)",Belgium,Tennis,1,0,0,1
"Sharon van Rouwendaal",Netherlands,Swimming,1,1,0,0
"Peter van Roye","West Germany",Rowing,1,0,0,1
"Hendrika Alida van Rumt",Netherlands,Gymnastics,1,1,0,0
"Henri Louis Marie van Schaik",Netherlands,Equestrianism,1,0,1,0
"Theunis Jacobus van Schalkwyk","South Africa",Boxing,1,0,1,0
"Charline Van Snick",Belgium,Judo,1,0,0,1
"Cornelis van Staveren",Hollandia,Sailing,1,0,1,0
"Petronella Grietje "Petra"" van Staveren (-van Kleef)"",Netherlands,Swimming,1,1,0,0
"Niels Henning van Steenis",Netherlands,Rowing,1,1,0,0
"Elliot Van Strydonck",Belgium,Hockey,1,0,1,0
"Dirk Van Tichelt",Belgium,Judo,1,0,0,1
"Louis Pierre Paul Van Tilt",Belgium,Shooting,1,0,1,0
"Gerard Pieter Hendrik van Velde",Netherlands,"Speed Skating",1,1,0,0
"Simon van Velthooven","New Zealand",Cycling,1,0,0,1
"Pietje "Nel"" van Vliet (-Koudijs)"",Netherlands,Swimming,1,1,0,0
"Koosje van Voorn (-ten Thije)",Netherlands,Swimming,1,0,1,0
"Diederik David van Weel",Netherlands,Hockey,1,1,0,0
"Wilhelmina "Winnie"" van Weerdenburg (-Rijke)"",Netherlands,Swimming,1,0,0,1
"Robert Van Zeebroeck",Belgium,"Figure Skating",1,0,0,1
"Johannes Hendrikus Jacques "Hans"" van Zeeland"",Netherlands,"Water Polo",1,0,0,1
"Vincent Vanasch",Belgium,Hockey,1,0,1,0
"Jack Francis VanBebber","United States",Wrestling,1,1,0,0
"Samuel Goodwin "Sam"" Vance"",Canada,Shooting,1,0,1,0
"Vra Vanurov (-Rylickov)",Czechoslovakia,Gymnastics,1,0,0,1
"Albert Joseph "Al"" Vande Weghe"","United States",Swimming,1,0,1,0
"Adrien Louis Albert Vandelle",France,"Military Ski Patrol",1,0,0,1
"Claudio Vandelli",Italy,Cycling,1,1,0,0
"Willy Franois Vanden Berghen",Belgium,Cycling,1,0,0,1
"Kimberly "Kim"" Vandenberg"","United States",Swimming,1,0,0,1
"Sverine Anne-Marie Vandenhende",France,Judo,1,1,0,0
"Albert Dsir Vandeplancke",France,"Water Polo",1,0,0,1
"Fernand Auguste Henri Marius Vandernotte",France,Rowing,1,0,0,1
"Marcel Henri Vandernotte",France,Rowing,1,0,0,1
"Jan Vandrey",Germany,Canoeing,1,1,0,0
"Zhivko Atanasov Vangelov",Bulgaria,Wrestling,1,0,1,0
"Stojna Vangelovska",Yugoslavia,Basketball,1,0,1,0
"Simone Vanni",Italy,Fencing,1,1,0,0
"Benjam Vanninen",Finland,"Cross Country Skiing",1,0,0,1
"Mria Vanya-Vadsz",Hungary,Handball,1,0,0,1
"Ambruse Vanzekin",Nigeria,Football,1,0,1,0
"Angelo Vanzin",Italy,Rowing,1,1,0,0
"Birger Var (Brevig-  Wind-)",Norway,Rowing,1,0,0,1
"Jnos Vradi",Hungary,Boxing,1,0,0,1
"Bla Vrady",Hungary,Football,1,0,1,0
"arko Varaji",Yugoslavia,Basketball,1,0,1,0
"Gza Varasdi",Hungary,Athletics,1,0,0,1
"Adlan Abuyevich Varayev","Soviet Union",Wrestling,1,0,1,0
"Bashir Magomedovich Varayev","Soviet Union",Judo,1,0,0,1
"Aleksandar Varbanov",Bulgaria,Weightlifting,1,0,0,1
"Helen Gradwell Varcoe (-Nicholls)","Great Britain",Swimming,1,0,0,1
"Armen Frunzekovych Vardanian",Ukraine,Wrestling,1,0,0,1
"Yuri Vardanyan","Soviet Union",Weightlifting,1,1,0,0
"Peter Dale Varellas","United States","Water Polo",1,0,1,0
"Bla Varga",Hungary,Wrestling,1,0,0,1
"Dniel Rudolf Varga",Hungary,"Water Polo",1,1,0,0
"Dnes Andor Varga",Hungary,"Water Polo",1,1,0,0
"Ferenc Varga",Hungary,Canoeing,1,0,0,1
"Jnos Varga",Hungary,Wrestling,1,1,0,0
"Kroly Varga",Hungary,Shooting,1,1,0,0
"Miroslav Varga",Czechoslovakia,Shooting,1,1,0,0
"Zoltn Varga",Hungary,Football,1,1,0,0
"Zsolt Varga",Hungary,"Water Polo",1,1,0,0
"Svetlana Anatolyevna Varganova","Soviet Union",Swimming,1,0,1,0
"Joseph Michael "Joe"" Vargas"","United States","Water Polo",1,0,1,0
"Laura Vargas Koch",Germany,Judo,1,0,0,1
"Rostislav Yevgenyevich Vargashkin","Soviet Union",Cycling,1,0,0,1
"Pl Vrhidi (Vinkovics-)",Hungary,Football,1,0,0,1
"Petri Johannes Varis",Finland,"Ice Hockey",1,0,0,1
"Vilmos Varj",Hungary,Athletics,1,0,0,1
"Ferenc Vrki",Hungary,Gymnastics,1,0,0,1
"William Michael "Bill"" Varley"","Atalanta Boat Club-1",Rowing,1,1,0,0
"William Michael "Bill"" Varley"","Atalanta Boat Club-2",Rowing,1,0,1,0
"Fleetwood Ernest Varley","Great Britain",Shooting,1,0,1,0
"Jacob Stephen "Jake"" Varner"","United States",Wrestling,1,1,0,0
"Oscar Varona Varona",Cuba,Basketball,1,0,0,1
"Benjamin Gabriel Jean Varonian",France,Gymnastics,1,0,1,0
"Jzsef Vrszegi (Vennesz-)",Hungary,Athletics,1,0,0,1
"Roman Vartolomeu",Romania,Canoeing,1,0,1,0
"Pekka Antero Vasala",Finland,Athletics,1,1,0,0
"Kaarlo Hjalmar "Kalle"" Vasama"",Finland,Gymnastics,1,0,1,0
"Mara del Monte Vasc Pes Gallardo",Spain,Athletics,1,0,0,1
"Lilyana Vaseva",Bulgaria,Rowing,1,0,1,0
"Lucian Vasilache",Romania,Handball,1,0,0,1
"Olga Germanovna Vasilchenko","Soviet Union",Rowing,1,0,1,0
"Dmitry Andreyevich Vasilenko",Russia,Gymnastics,1,1,0,0
"Georgi Parvanov Vasilev",Bulgaria,Football,1,0,1,0
"Yelena Vasilyevna Vasilevskaya",Russia,Volleyball,1,0,1,0
"Vadims Vasievskis",Latvia,Athletics,1,0,1,0
"Andrey Aleksandrovich Vasilyev","Soviet Union",Rowing,1,0,1,0
"Boris Alekseyevich Vasilyev","Soviet Union",Cycling,1,0,0,1
"Igor Vladimirovich Vasilyev","Unified Team",Handball,1,1,0,0
"Mikhail Anatolyevich Vasilyev","Soviet Union",Handball,1,1,0,0
"Mikhail Aleksandrovich Vasilyev","Soviet Union","Ice Hockey",1,1,0,0
"Oleg Kimovich Vasilyev","Soviet Union-1","Figure Skating",1,1,0,0
"Oleg Kimovich Vasilyev","Soviet Union-2","Figure Skating",1,0,1,0
"Yekaterina Aleksandrovna Vasilyeva",Russia,"Water Polo",1,0,0,1
"Yuliya Olegovna Vasilyeva",Russia,"Synchronized Swimming",1,1,0,0
"Vladimir Alekseyevich Vasin","Soviet Union",Diving,1,1,0,0
"Istvn Vaskuti",Hungary,Canoeing,1,1,0,0
"Jugoslav Vasovi","Serbia and Montenegro","Water Polo",1,0,0,1
"Edwin Gonzalo Vsquez Cam",Peru,Shooting,1,1,0,0
"Paul Henri Vasseur","Libellule de Paris","Water Polo",1,0,0,1
"Alexis Alain Vastine",France,Boxing,1,0,0,1
"Olga Petrovna Vasyukova",Russia,"Synchronized Swimming",1,1,0,0
"Sami Vatanen",Finland,"Ice Hockey",1,0,0,1
"Vyara Vatashka",Bulgaria,"Rhythmic Gymnastics",1,0,1,0
"Bruno Vattovaz",Italy,Rowing,1,0,1,0
"Philippe Louis Michel Vatuone",France,Gymnastics,1,0,0,1
"Denis Louis Vaucher",Switzerland,"Military Ski Patrol",1,1,0,0
"Pierre Vaultier",France,Snowboarding,1,1,0,0
"Didier Jacques Franois Vavasseur",France,Canoeing,1,0,0,1
"Lev Matveyevich Vaynshteyn (-Weinstein)","Soviet Union",Shooting,1,0,0,1
"Jean mile Vaysse",France,Rugby,1,0,1,0
"Yelena Sergeyevna Vaytsekhovskaya","Soviet Union",Diving,1,1,0,0
"Georgios Vazagkasvili",Georgia,Judo,1,0,0,1
"Alla Ivanovna Vazhenina",Kazakhstan,Weightlifting,1,0,1,0
"Antonio Vzquez Megido",Spain,Archery,1,1,0,0
"Fabin Vzquez Lpez",Mexico,Equestrianism,1,0,0,1
"Joaqun Vzquez Gonzlez",Spain,Football,1,0,1,0
"Aleksey Vladimirovich Vdovin","Unified Team","Water Polo",1,0,0,1
"Ludvk Vbr",Czechoslovakia,Rowing,1,0,0,1
"Paolo Vecchi",Italy,Volleyball,1,0,0,1
"Renzo Vecchiato",Italy,Basketball,1,0,1,0
"Bertrand Benot Marie Vecten",France,Rowing,1,0,1,0
"Antoine "Erneste"" Vdrenne"","Rowing Club Castillon-3",Rowing,1,0,0,1
"Ernst Willem Veenemans",Netherlands,Rowing,1,0,1,0
"Jacobine Liduina Veenhoven",Netherlands,Rowing,1,0,0,1
"Mark Hermanus Maria Veens",Netherlands,Swimming,1,0,1,0
"Myrna Veenstra",Netherlands,Hockey,1,0,0,1
"Jan Evert Veer",Netherlands,"Water Polo",1,0,0,1
"Klaas Willem Veering",Netherlands,Hockey,1,0,1,0
"Manuel Alberto Vega Tamayo",Cuba,Baseball,1,1,0,0
"Tino Vegar",Croatia,"Water Polo",1,0,1,0
"Andra Vehovar",Slovenia,Canoeing,1,0,1,0
"Hans-Jrgen Veil","West Germany",Wrestling,1,0,1,0
"Polydore Jules Lon Veirman","Royal Club Nautique de Gand",Rowing,1,0,1,0
"Polydore Jules Lon Veirman",Belgium,Rowing,1,0,1,0
"Nikolai Vekin","Tutti V",Sailing,1,0,0,1
"Mansueto Velasco  Jr.",Philippines,Boxing,1,0,1,0
"Roel Velasco",Philippines,Boxing,1,0,0,1
"Daniel Roger Vlasquez",France,Athletics,1,0,0,1
"Bart Veldkamp",Belgium,"Speed Skating",1,0,0,1
"Gerard Wybo Veldman","New Zealand",Rowing,1,1,0,0
"Anamari "Ana"" Velenek"",Slovenia,Judo,1,0,0,1
"Franjo Velfl (Wlfl)",Yugoslavia,Football,1,0,1,0
"Ermin Veli",Yugoslavia,Handball,1,0,0,1
"Velichko Khristov Velichkov",Bulgaria,Shooting,1,0,1,0
"Dumitru Velicu",Romania,Equestrianism,1,0,0,1
"Radoslav Marinov Velikov",Bulgaria,Wrestling,1,0,0,1
"Iskra Velinova",Bulgaria,Rowing,1,0,1,0
"Stefana Veljkovi",Serbia,Volleyball,1,0,1,0
"Adam Joseph Vella",Australia,Shooting,1,0,0,1
"Matthijs Vellenga",Netherlands,Rowing,1,0,1,0
"Alessandro Velotto",Italy,"Water Polo",1,0,0,1
"Juan Evangelista Venegas Trinidad","Puerto Rico",Boxing,1,0,0,1
"Johanna Annechien "Anneke"" Venema"",Netherlands,Rowing,1,0,1,0
"Yuriy Naumovych Venherovskiy","Soviet Union",Volleyball,1,1,0,0
"Simone Venier",Italy,Rowing,1,0,1,0
"Albert H. Venn","St. Louis Amateur Athletic Association",Lacrosse,1,0,1,0
"Joseph Ventaja",France,Boxing,1,0,0,1
